name,V,E,prim_cost,kruskal_cost,prim_time_ms,kruskal_time_ms,prim_ops,kr_ops
graph_example-1,6,8,11.299999999999999,11.3,0.008,0.018,"{
  ""heap_pushes"": 8,
  ""heap_pops"": 8,
  ""edge_examinations"": 14
}","{
  ""unions"": 5,
  ""edge_considered"": 5,
  ""find_calls"": 23
}"
